food_name,meal,campus,serving_size,calories,calories_from_fat,total_fat_g,total_fat_dv,saturated_fat_g,saturated_fat_dv,trans_fat_g,cholesterol_mg,sodium_mg,sodium_dv,total_carb_g,total_carb_dv,dietary_fiber_g,dietary_fiber_dv,sugars_g,added_sugars_g,protein_g,protein_dv,vitamin_d_mcg,calcium_mg,iron_mg,potassium_mg,ingredients,extraction_timestamp,url
Sweet & Salty Chocolate Ganache Brownie Square,Breakfast,altoona-port-sky,"1 SERVG
Calories: 513
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",513,0,0.0,0.0,2.6,0.0,0.0,0.0,202.2,0.0,72.4,0.0,3.6,0.0,0.0,43.3,4.8,0.0,40.2,0.0,3.0,0.0,"Sweet & Salty Chocolate Ganache Brownie Square (Sweet and Salty Brownie (Sweet and Salty Brownie (Sugar, All Purpose Flour (wheat flour (niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malted barley flour), Water, Canola Oil, Dairy-free Chocolate Chips (unsweetened chocolate, cane sugar, cocoa butter, vanilla extract, soy lecithin), Cocoa Powder (cocoa processed with alkali), Dairy-free Chocolate Chips (unsweetened chocolate, cane sugar, cocoa butter, vanilla extract, soy lecithin), Cookies & Cream Pieces (sugar, enriched wheat flour(wheat flour, niacin, reduced iron, thiamin, mononitrate (vitamin B1), riboflavin (vitamin B2), folic acid), palm oil, soybean oil, cocoa (processed with alkali), invert sugar, contains 2% or less of the following: corn flour, corn starch, salt, baking soda, natural flavor, soy lecithin. ), Pretzels (enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), malt (tapioca syrup, malt extract), salt",2025-09-08T22:22:05.838072,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915182
Vanilla Iced Donut,Breakfast,altoona-port-sky,"1 SERVG
Calories: 290
Calories from Fat: 169
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",290,169,18.8,0.0,5.5,0.0,0.0,0.0,375.3,0.0,38.4,0.0,1.1,0.0,0.0,13.4,4.4,0.0,16.7,0.0,1.7,0.0,"Vanilla Iced Donut (Vanilla Iced Donut (Raised Ring Donut (Enriched Bleached Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Palm Oil, Sugar, Soybean Oil, Contains 2% or Less of: Leavening (Sodium Bicarbonate, Sodium Acid Pyrophosphate, Baking Soda), Soy Flour, Skim Milk, Whey, Salt, Soy Protein Concentrate, Guar Gum, Sodium Stearoyl Lactylate, Soy Lecithin, Ascorbic Acid, Colored with Turmeric, Annatto, and/or Beta Carotene, Unbleached Enriched Flour, Enzymes, Calcium Propionate (Preservative), Yeast, Cornstarch, Mono-and Diglycerides, Antioxidants (Tocopherols, Citric Acid), Calcium Carbonate, Calcium Sulfate, Calcium Propionate, Vegetable Gum (Agar, Locust Bean Gum, Cellulose Gum, Xanthan Gum), Dextrose, Sodium Phosphate, Maltodextrin, Palm Oil with Lecithin, Rice Starch, Natural Flavor, Cinnamon, Egg. ), White & Glossy Icing (sugar, water, corn syrup, contains 2% or less of each of the following: agar, artificial color, potassiu",2025-09-08T22:22:06.008094,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915183
Vanilla Milkshake,Breakfast,altoona-port-sky,"1 SERVG
Calories: 778
Calories from Fat: 295
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",778,295,32.7,0.0,19.7,0.0,0.1,85.6,134.3,0.0,83.7,0.0,0.0,0.0,0.0,83.7,10.2,0.0,331.4,0.0,0.0,0.0,"Vanilla Milkshake (Vanilla Ice Cream (skim milk, cream, sugar, corn syrup solids, stabilizer (propylene glycol monoesters, mono & diglycerides, cellulose gum, guar gum, carrageenan), vanilla extract, vanilla bean material), 2% Milk, Vanilla Coffee Flavor (sugar, water, natural flavor, potassium sorbate, citric acid ))",2025-09-08T22:22:06.200158,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915184
Zucchini Bread,Breakfast,altoona-port-sky,"1 SERVG
Calories: 577
Calories from Fat: 269
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",577,269,29.8,0.0,2.4,0.0,0.0,72.4,543.3,0.0,85.5,0.0,1.9,0.0,0.0,48.7,8.1,0.0,67.3,0.0,2.7,0.0,"Zucchini Bread (Zucchini Bread (Zucchini Bread Batter (Artisan Flour (wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid ), Zucchini, Sugar, Canola Oil, Egg Blend (whole egg, egg yolk, corn syrup solids, salt, cellulose gum ), Vanilla Extract NA (water, propylene glycol, vanillin, ethyl vanillin and sodium benzoate (preservative)), Baking Soda (sodium bicarbonate ), Salt, Cinnamon, Baking Powder (cornstarch, sodium bicarbonate, sodium aluminum sulfate, monocalcium phosphate)), Pan Release Spray (sunflower oil, sunflower lecithin, palm oil)))",2025-09-08T22:22:06.389147,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915196
Web Privacy Statement,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"links to other websites, which will have their own privacy practices. We are not responsible for the privacy practices or the content of such websites.Collection, Use, and Sharing of InformationPenn State does not require you to identify yourself while using our public webpages linked from www.psu.edu. Penn State public webpages do not collect your Personally Identifiable Information (PII) (as defined by Penn State Policy AD53), but we may automatically collect and store general information about you and your visit to our public webpages, but that information does not identify you personally unless you choose to provide your personal information. The information that we collect is used to track how users interact with our website, so that we can improve the user’s experience and make other improvements to the services and resources that we make available via Penn State’s websites. In addition, anonymous information collected during your visit can be associated with you, if you choose t",2025-09-08T22:22:06.684666,https://www.psu.edu/web-privacy-statement
AD85 Title IX Sexual Harassment,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ed herein.PURPOSETo establish The Pennsylvania State University’s (“Penn State” or the “University”) policy prohibiting sexual harassment and misconduct, including, but not limited to, acts of sexual violence, sexual harassment, domestic violence, dating violence and stalking, in accordance with Title IX of the Education Amendments of 1972 (“Title IX”). This Policy references other University policies which may be implicated in University disciplinary procedures related to conduct that falls outside the scope of this Policy, including addressing other discriminatory conduct based on sex.I. NON-DISCRIMINATION STATEMENTPenn State is committed to equal access to programs, facilities, admission, and employment for all persons. It is the policy of the University to maintain an environment free of harassment and free of discrimination against any person because of actual or perceived age, race, color, ancestry, national origin, religion, creed, service in the uniformed services (as defined i",2025-09-08T22:22:07.025598,https://policy.psu.edu/policies/ad85
Accessibility Statement,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-08T22:22:07.268867,https://www.psu.edu/accessibilitystatement
AD91 Discrimination and Harassment and Related Inappropriate Conduct,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-08T22:22:07.460301,https://policy.psu.edu/policies/hr11
Legal Statements,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-08T22:22:07.735938,https://www.psu.edu/legal-statements
Sign in to your account,Breakfast,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-08T22:22:08.682046,https://liveon.prod.fbweb.psu.edu/moLogin
"Lunch for Monday, September 8, 2025Nutrition ▸",Lunch,altoona-port-sky,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ing items,2025-09-08T22:22:08.991977,https://www.absecom.psu.edu/MENUS/user-pages/daily-menu.cfm
Fresh Fruit and Yogurt Parfait Assorted Nuts,Lunch,altoona-port-sky,"1 SERVG
Calories: 269
Calories from Fat: 83
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",269,83,9.2,0.0,4.0,0.0,0.0,18.3,110.7,0.0,37.3,0.0,2.6,0.0,0.0,31.9,12.0,0.0,247.8,0.0,1.0,0.0,"Fresh Fruit Yogurt Parfait Assorted Nuts (Vanilla Greek Yogurt (Vanilla Chobani Yogurt (cultured nonfat milk, cane sugar, water, fruit pectin, natural flavors, guar gum, locust bean gum, vanilla extract, lemon juice concentrate)), Plain Yogurt (Vegetarian Plain Yogurt (cultured skim milk, cream, pectin, sugar)), Strawberry Yogurt (Strawberry Yogurt (cultured skim milk, cream, stabilized sliced strawberries (sliced strawberries, sugar, natural flavors, pectin, citric acid), strawberry variegate (strawberry puree, sugar, pectin, fruit juice color, beet juice concentrate, lemon juice concentrate, natural flavor), sugar, pectin)), Mandarin Oranges (Mandarin Oranges (mandarin oranges, water, sugar)), Pineapple Chunks (Pineapple), Fresh Strawberries (Strawberries), Apple Slices (Apple Slices), Raspberries, Pumpkin Seed (shelled pumpkin seeds, hi-oleic canola oil), Dried Apricots (apricot, sulfite.), Pecans, Coconut (coconut, sugar, water, propylene glycol, salt, sodium metabisulfite), Granol",2025-09-08T22:22:09.182248,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915198
Rice,Lunch,altoona-port-sky,"1 SERVG
Calories: 91
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",91,0,0.0,0.0,0.0,0.0,0.0,0.0,111.5,0.0,19.8,0.0,0.0,0.0,0.0,0.0,2.1,0.0,28.7,0.0,0.8,0.0,"Rice (Water, White Rice (parboiled long grain rice, iron phosphate, niacin, thiamine mononitrate), Salt)",2025-09-08T22:22:09.347322,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915199
Bananas,Lunch,altoona-port-sky,"1 SERVG
Calories: 107
Calories from Fat: 4
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",107,4,0.4,0.0,0.1,0.0,0.0,0.0,1.2,0.0,27.5,0.0,3.1,0.0,0.0,14.7,1.3,0.0,6.0,0.0,0.3,0.0,Bananas (Banana),2025-09-08T22:22:09.518785,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915218
Belgian Waffle,Lunch,altoona-port-sky,"1 SERVG
Calories: 558
Calories from Fat: 141
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",558,141,15.7,0.0,8.7,0.0,0.5,44.4,1351.1,0.0,94.0,0.0,1.4,0.0,0.0,21.7,7.1,0.0,146.1,0.0,1.5,0.0,"Belgian Waffle (Water, Waffle Mix (Enriched Wheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Monocitrate, Riboflavin, Folic Acid), Sugar, Soybean Oil, Sodium Bicarbonate, Monocalcium Phosphate, Natural and Artifical Flavors(Dextrose, Maltodextrin, Starch, Silicon Dioxide), Salt, Yellow Corn Flour, Buttermilk Solids, Malted Barley Extract.)), Maple Flavored Syrup (Syrup (corn syrup, water, high fructose corn syrup, salt, sugar, caramel color, natural and artificial flavor)), Butter PC (Butter (butter, salt))",2025-09-08T22:22:09.691226,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915201
Blueberry Bagels,Lunch,altoona-port-sky,"1 SERVG
Calories: 280
Calories from Fat: 9
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",280,9,1.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,58.0,0.0,2.0,0.0,0.0,8.0,9.0,0.0,60.0,0.0,3.6,0.0,"Blueberry Bagels (Blueberry Bagel (Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, fresh blueberries, brown sugar, salt, molasses, baker’s dry active yeast, wheat starch, dextrose, vinegar, citric acid, natural dried blueberries, corn protein, blueberry bits, degerminated yellow corn meal, dough improver blend (wheat flour, salt, sodium stearoyl lactylate, soybean oil, xylanase, amylase, ascorbic acid, l-cysteine), natural and artificial blueberry flavor, mono-and diglycerides, calcium propionate. ))",2025-09-08T22:22:09.879510,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915202
Butter PC,Lunch,altoona-port-sky,"1 SERVG
Calories: 51
Calories from Fat: 52
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",51,52,5.7,0.0,3.6,0.0,0.2,15.2,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.7,0.0,0.0,0.0,"Butter PC (Butter (butter, salt))",2025-09-08T22:22:10.039165,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915203
Cinnamon Raisin Bagels,Lunch,altoona-port-sky,"1 SERVG
Calories: 290
Calories from Fat: 9
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",290,9,1.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,62.0,0.0,2.0,0.0,0.0,10.0,9.0,0.0,100.0,0.0,5.4,0.0,"Cinnamon Raisin Bagels (Cinnamon Raisin Bagel (Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, brown sugar, raisins seedless, salt, molasses, spices, cinnamon, ground, caramel syrup, active dry yeast, sugar, wheat gluten, caramel color, vinegar, ascorbic acid, sunflower oil, canola oil, corn protein, degerminated yellow corn meal, dough improver blend (wheat flour, salt, sodium stearoyl lactylate, soybean oil, xylanase, amylase, ascorbic acid, l-cysteine), mono-and diglycerides, calcium propionate.))",2025-09-08T22:22:10.206842,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915204
Cream Cheese,Lunch,altoona-port-sky,"1 SERVG
Calories: 99
Calories from Fat: 88
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",99,88,9.8,0.0,5.7,0.0,0.3,28.6,89.0,0.0,1.6,0.0,0.0,0.0,0.0,1.1,1.7,0.0,27.5,0.0,0.0,0.0,"Cream Cheese (Cream Cheese (pasteurized milk and cream, whey protein concentrate, whey, salt, carob bean gum, natamycin (a natural mold inhibitor), vitamin A palmitate, cheese culture))",2025-09-08T22:22:10.400902,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915205
Everything Bagels,Lunch,altoona-port-sky,"1 SERVG
Calories: 290
Calories from Fat: 9
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",290,9,1.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,61.0,0.0,2.0,0.0,0.0,8.0,10.0,0.0,0.0,60.0,3.6,0.0,"Everything Bagels (Everything Bagel (Enriched wheat flour, (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid),water, sugar, contains 2% or less of each of the following: canola oil, Salt, molasses, vinegar, cultured wheat starch, sucrose, yeast, wheat flour, calcium propionate, [for freshness]. Dough conditioners: hydrolyzed wheat gluten, wheat flour, ascorbic acid, (vitamin C). enzymes, calcium sulfate, sesame seeds, poppy seeds, toasted onion, garlic powder, corn protein, soybean oil. ))",2025-09-08T22:22:10.592085,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915206
Gluten Free Bread,Lunch,altoona-port-sky,"1 SERVG
Calories: 98
Calories from Fat: 20
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",98,20,2.2,0.0,1.1,0.0,0.0,10.9,218.2,0.0,19.6,0.0,1.1,0.0,0.0,1.1,1.1,0.0,10.9,0.0,0.5,0.0,"Gluten Free Bread (Gluten Free White Bread (water, pea starch, modified tapioca starch, rice starch, canola oil, rice flour, sorghum flour, tapioca starch, invert cane sugar, egg whites, cane sugar, modified cellulose, cultured brown rice, brown rice, yeast, guar gum, xanthan gum, enzymes, canola oil, psyllium, organic medium invert syrup, organic agave syrup, extra virgin olive oil, organic cane sugar vinegar.))",2025-09-08T22:22:10.757018,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915207
Grape Jelly,Lunch,altoona-port-sky,"1 SERVG
Calories: 4
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,"Grape Jelly (Grape Jelly (concord grape juice, high fructose corn syrup, corn syrup, fruit pectin, citric acid, sodium citrate.))",2025-09-08T22:22:10.923990,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915208
Maple Flavored Syrup,Lunch,altoona-port-sky,"1 SERVG
Calories: 197
Calories from Fat: 1
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",197,1,0.1,0.0,0.0,0.0,0.0,0.0,45.3,0.0,51.7,0.0,0.0,0.0,0.0,31.2,0.0,0.0,3.7,0.0,0.1,0.0,"Maple Flavored Syrup (Maple Flavored Syrup (pure maple syrup, corn syrup, high fructose corn syrup, water artificial maple flavor, cellulose gum, sodium benzoate, sorbic acid(preservative)))",2025-09-08T22:22:11.096054,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915209
Oranges,Lunch,altoona-port-sky,"1 SERVG
Calories: 118
Calories from Fat: 3
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",118,3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,0.0,6.0,0.0,0.0,23.6,2.4,0.0,100.8,0.0,0.3,0.0,Oranges (Oranges),2025-09-08T22:22:11.262637,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915229
Peanut Butter,Lunch,altoona-port-sky,"1 SERVG
Calories: 121
Calories from Fat: 91
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",121,91,10.1,0.0,2.0,0.0,0.0,0.0,91.1,0.0,5.1,0.0,2.0,0.0,0.0,2.0,4.1,0.0,11.1,0.0,0.0,0.0,"Peanut Butter (Peanut Butter (made from roasted peanuts and sugar, contains 2% or less of: molasses, fully hydrogenated vegetable oils (rapeseed and soybean), mono and diglycerides, salt.))",2025-09-08T22:22:11.429829,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915211
Plain Bagels,Lunch,altoona-port-sky,"1 SERVG
Calories: 290
Calories from Fat: 9
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",290,9,1.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,61.0,0.0,2.0,0.0,0.0,8.0,10.0,0.0,60.0,0.0,3.6,0.0,"Plain Bagels (Plain Bagel (Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, malted barley flour), water, brown sugar, salt, molasses, active yeast, sugar, vinegar, enzymes, ascorbic acid, corn protein, degerminated yellow corn meal, dough improver blend (wheat flour, salt, sodium stearoyl lactylate, soybean oil, xylanase, amylase, ascorbic acid, l-cysteine), mono-and diglycerides, calcium propionate. ))",2025-09-08T22:22:11.600543,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915212
Red Apple,Lunch,altoona-port-sky,"1 SERVG
Calories: 164
Calories from Fat: 5
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",164,5,0.5,0.0,0.1,0.0,0.0,0.0,3.2,0.0,43.6,0.0,7.6,0.0,0.0,32.8,0.8,0.0,19.0,0.0,0.4,0.0,Red Delicious Apples (Apples),2025-09-08T22:22:11.765068,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915232
Strawberry Jelly,Lunch,altoona-port-sky,"1 SERVG
Calories: 39
Calories from Fat: 0
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",39,0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,9.7,0.0,0.2,0.0,0.0,6.8,0.1,0.0,2.8,0.0,0.1,0.0,"Strawberry Jelly (Strawberry Jelly (strawberries, high fructose corn syrup, corn syrup, sugar, fruit pectin, citric acid.))",2025-09-08T22:22:11.933582,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915214
Wheat Bread,Lunch,altoona-port-sky,"1 SERVG
Calories: 98
Calories from Fat: 16
                * Percent Daily Values (DV) are based on a 2,000 calorie diet.",98,16,1.8,0.0,0.0,0.0,0.0,0.0,152.4,0.0,18.3,0.0,2.4,0.0,0.0,1.2,3.7,0.0,61.0,0.0,1.0,0.0,"Wheat Bread (Whole Wheat Bread (whole white wheat flour, water, yeast, wheat gluten, sugar, contains less than 2% of each of the following: soybean oil, salt, wheat flour, cultured wheat flour, vinegar, monoglycerides, datem, calcium carbonate, guar gum, calcium sulfate, vegetable oils (coconut oil, canola oil, high oleic soybean oil and/or high oleic canola oil), hydrogenated soybean oil, enzymes, vitamin D2, bakers yeast, ascorbic acid (dough conditioner), sunflower lecithin.))",2025-09-08T22:22:12.101869,https://www.absecom.psu.edu/menus/user-pages/nutrition-label.cfm?mid=113915215
